"id";"jobs";"firms";"salary";"nums0"
320;"场站运维管理";"地上铁租车（深圳）有限公司";"0.7-1.2万/月";"1"
321;"运维开发工程师";"深圳市风林火山电脑技术有限公司";"1.3-2.5万/月";"1"
322;"运维工程师";"深圳市华宇讯科技有限公司";"4-6千/月";"若干"
323;"运维工程师";"深圳市电子商务安全证书管理有限公司";"0.6-1万/月";"1"
324;"上海大途弘安厦门-运维专员";"深圳市天诺技术科技有限公司";"4-6千/月";"1"
325;"招商网络-动环运维工程师(J11121)";"招商局蛇口工业区控股股份有限公司";"1.5-2万/月";"3"
326;"高级运维工程师";"R2 GAME CO.,LIMITED";"1.5-2.5万/月";"1"
327;"初级运维工程师";"深圳市前海欢雀科技有限公司";"5-8千/月";"1"
328;"中/高级运维工程师";"易宝（北京）信息技术有限公司深圳分公司";"0.6-1.6万/月";"1"
329;"网络运维工程师";"明纳信息技术深圳有限公司";"3-5千/月";"若干"
330;"运维工程师";"深圳康荣电子有限公司";"0.8-1万/月";"1"
331;"运维工程师";"深圳市优视技术有限公司";"0.8-1.5万/月";"1"
332;"运维工程师";"深圳市非凡互动网络科技有限公司";"1-1.5万/月";"1"
333;"运维工程师";"深圳市朗诚科技股份有限公司";"4.5-6千/月";"3"
334;"高级运维工程师";"慧择网";"1.5-2.5万/月";"1"
335;"运维工程师";"深圳德聚汽车租赁服务有限公司";"0.8-1.3万/月";"1"
336;"SJZ 402 - 运维工程师";"长园深瑞继保自动化有限公司";"0.6-1.2万/月";"1"
337;"运维工程师（驻外企）";"深圳市卓越方达科技有限公司";"4.5-6千/月";"3"
338;"急聘桌面运维工程师（驻场）";"广州嘉为科技有限公司";"5-7千/月";"1"
339;"系统运维工程师";"深圳市沃星实业有限公司";"4.5-6千/月";"若干"
340;"运维经理";"深圳泰中科技有限公司";"2-4万/月";"若干"
341;"运维工程师";"深圳市保利物业管理集团有限公司";"1.5-2万/月";"1"
342;"Linux应用运维工程师";"北京昶逸咨询有限公司";"1.5-3万/月";"若干"
343;"网络运维工程师";"深圳中泓在线股份有限公司";"0.7-1.4万/月";"若干"
344;"IT运维工程师";"湖南高途教育科技有限公司";"0.8-1万/月";"4"
345;"运维工程师";"深圳民航凯亚有限公司";"11-18万/年";"1"
346;"运维工程师";"北京先进数通信息技术股份公司";"6-8千/月";"4"
347;"运维工程师（云翰）";"广东轩辕网络科技股份有限公司";"5-7千/月";"1"
348;"IT运维工程师";"深圳市德威胜潜水工程有限公司";"4-8千/月";"1"
349;"系统运维资深工程师";"妍丽化妆品（中国）有限公司";"1-1.5万/月";"若干"
350;"产品专员/线上运维";"深圳市联发科网络技术有限公司";"4.5-8千/月";"2"
351;"应用运维工程师（第三方支付）";"腾邦国际商业服务集团股份有限公司";"1-1.5万/月";"1"
352;"运维工程师(职位编号：J003)";"深圳特鹏网络有限公司";"1.5-2万/月";"2"
353;"设备运维经理";"深圳市友咖科技有限公司";"0.8-1万/月";"若干"
354;"运维工程师";"深圳市傲冠软件股份有限公司";"1.5-1.8万/月";"1"
355;"系统运维工程师";"深圳云之商互联网科技有限公司";"4.5-6千/月";"1"
356;"急聘运维工程师";"北京万佳信科技有限公司";"4-6千/月";"1"
357;"售后运维/电工";"深圳市便易通科技有限公司";"3-5千/月";"1"
358;"网络工程师  运维工程师";"深圳市创富港商务服务股份有限公司";"6-8千/月";"1"
359;"运维主管";"深圳市云之梦科技有限公司";"0.8-1.3万/月";"2"
360;"运维工程师";"广州豆播信息科技有限公司";"1-2万/月";"2"
361;"Openstack运维工程师";"北京中讯汉扬科技发展有限公司";"0.8-1万/月";"2"
362;"系统运维工程师";"深圳市润安科技发展有限公司";"0.8-1万/月";"1"
363;"运维工程师";"彩讯科技股份有限公司";"0.7-1.3万/月";"10"
364;"运维工程师";"深圳市秒嘀科技有限公司";"4-6千/月";"若干"
365;"IT运维工程师/爬虫开发工程师";"深圳洪堡科技有限公司";"6-8千/月";"1"
366;"系统运维工程师";"深圳麦亚信科技股份有限公司";"0.8-1万/月";"2"
367;"IT技术支持/运维工程师";"北京直信创邺数码科技有限公司";"5-5.5千/月";"1"
368;"IT运维专员";"海鸿达（北京）餐饮管理有限公司";"0.5-1万/月";"1"
369;"运维工程师";"深圳市中阳通讯有限公司";"2-3万/月";"1"
370;"运维工程师";"深圳市原创科技有限公司";"4.5-6千/月";"2"
371;"运维工程师";"深圳市捷旅国际旅行社有限公司";"6-8千/月";"1"
372;"Linux运维工程师";"深圳市维也纳国际酒店管理有限公司";"0.8-1.5万/月";"若干"
373;"IT运维工程师";"深圳市傲科光电子有限公司";"0.5-1万/月";"1"
374;"运维工程师";"聚诚（深圳）网络科技有限公司";"0.6-1万/月";"1"
375;"运维工程师";"深圳中兴飞贷金融科技有限公司";"0.8-1.6万/月";"3"
376;"桌面运维工程师（驻点：坪山）";"深圳市志合创伟信息技术有限公司";"6-8千/月";"2"
377;"IT技术支持桌面运维";"深圳超多维科技有限公司";"6-8千/月";"若干"
378;"运维工程师";"深圳市阿尔法创意科技有限公司";"1-1.8万/月";"1"
379;"DCS运维工程师";"深圳市创世纪科技发展有限公司";"4.5-8千/月";"23"
380;"数据库运维工程师";"深圳市森特网发展有限公司";"1-1.5万/月";"1"
381;"运维工程师";"深圳业拓讯通信科技有限公司";"0.7-1.1万/月";"若干"
382;"高级运维工程师";"龙视传媒有限公司";"1.2-1.5万/月";"1"
383;"系统运维工程师";"深圳玛丝菲尔时装股份有限公司";"0.8-1万/月";"1"
384;"运维开发工程师";"深圳市深电能售电有限公司";"1-1.5万/月";"1"
385;"运维工程师";"深圳市普天宜通技术股份有限公司";"5-7千/月";"1"
386;"Linux运维工程师-500强通讯";"北京外企德科人力资源服务上海有限公司";"1-2万/月";"1"
387;"运维工程师";"深圳前海新富资本管理集团有限公司";"0.8-1.5万/月";"若干"
388;"运维工程师";"深圳市环球数码科技有限公司";"0.8-1.2万/月";"1"
389;"运维助理";"优合集团有限公司";"5-8千/月";"1"
390;"桌面运维工程师";"深圳华侨城欢乐谷旅游公司";"4.5-6千/月";"1"
391;"运维售后工程师（急聘）";"深圳极数充网络科技有限公司";"5-7.5千/月";"3"
392;"运维工程师";"深圳前海汇能科技产业有限公司";"1.2-2万/月";"1"
393;"运维工程师";"深圳回收宝科技有限公司";"1-2万/月";"1"
394;"运维工程师";"医服天下（深圳）科技有限公司";"1-1.5万/月";"1"
395;"ERP运维工程师";"深圳市汉科电子股份有限公司";"1-1.5万/月";"1"
396;"运维工程师";"深圳市掌世界网络科技有限公司";"0.8-1.2万/月";"1"
397;"运维工程师";"深圳市国盛源商贸有限公司";"6-8千/月";"若干"
398;"运维工程师";"深圳市海恒图联软件有限公司";"1.5-2万/月";"1"
399;"IT运维专业经理";"中国中电国际信息服务有限公司";"18-25万/年";"1"
400;"运维工程师";"成都迈思信息技术有限公司";"1-1.5万/月";"若干"
401;"运维工程师";"中仁车汇科技发展（深圳）有限公司";"6-8千/月";"1"
402;"运维工程师(华为云计算产品)";"深圳市德梅寒科技有限公司";"6-8千/月";"3"
403;"windows运维";"翰竺科技（北京）有限公司";"1-1.5万/月";"5"
404;"实施运维工程师";"江苏润和软件股份有限公司";"1-2万/月";"1"
405;"桌面运维工程师";"百胜餐饮（深圳）有限公司";"0.5-1万/月";"1"
406;"运维工程师（东莞）";"深圳市名雕装饰股份有限公司";"4.5-6千/月";"1"
407;"DB运维";"深圳大熊创新股份有限公司";"1.2-1.5万/月";"2"
408;"呼叫系统运维专员(J11462)";"深圳依时货拉拉科技有限公司";"0.8-1万/月";"2"
409;"系统运维工程师";"上海天玑科技股份有限公司";"0.8-1.5万/月";"1"
410;"分行信息科技部应用运维岗";"兴业银行股份有限公司深圳分行";"15-20万/年";"若干"
411;"系统运维工程师";"深圳市脉山龙信息技术股份有限公司";"0.8-1.2万/月";"1"
412;"运维值班/电工";"云聚数据科技（上海）有限公司";"6-8千/月";"1"
413;"软件运维工程师";"深圳赛盒科技有限公司";"0.6-1万/月";"1"
414;"运维工程师（技术支持）";"深圳市赛云数据有限公司";"6-8千/月";"3"
415;"网络运维工程师";"深圳市智慧天下网络科技有限公司";"4.5-6千/月";"2"
416;"运维助理";"深圳市凯欣达卓创科技有限公司";"4-6千/月";"1"
417;"网络管理员/运维工程师";"深圳市安盛翼电子商务有限公司";"4-7千/月";"1"
418;"IT运维工程师";"深圳市神州动力数码有限公司";"3.5-6千/月";"10"
419;"业务运维工程师";"中业金服科技集团（深圳）股份有限公司";"1-1.7万/月";"2"
420;"桌面运维工程师-深圳-00652";"深圳星河智善生活股份有限公司";"6-7千/月";"1"
421;"中级售后运维工程师";"北京钰峰科技有限公司";"0.8-1.5万/月";"2"
422;"网络运维工程师";"gaga鲜语";"4.5-6千/月";"1"
423;"网站运维工程师(职位编号：globalegrow000546)";"深圳市环球易购电子商务有限公司";"0.8-1.5万/月";"4"
424;"设备运维岗";"深圳华侨城滨海有限公司";"18.5-24万/年";"1"
425;"运维工程师";"海洋王照明科技股份有限公司";"0.6-1万/月";"1"
426;"运维工程师";"深圳开思时代科技有限公司";"1-1.5万/月";"1"
427;"运维工程师";"深圳车小米智能网络科技有限公司";"1-1.5万/月";"1"
428;"运维工程师";"深圳市麦谷科技有限公司";"0.8-1.5万/月";"若干"
429;"运维工程师";"深圳市达博威科技有限公司";"0.8-1.2万/月";"2"
430;"系统运维工程师";"深圳市微克科技有限公司";"1.5-2万/月";"若干"
431;"运维工程师";"深圳市多度科技有限公司";"1-1.5万/月";"1"
432;"Linux运维高级工程师(深圳）";"广州市灵通新技术有限公司";"15-20万/年";"1"
433;"高级运维工程师(互联网金融&房产交易)";"深圳世联行地产顾问股份有限公司";"15-20万/年";"2"
434;"运维项目经理";"高新兴科技集团股份有限公司";"6-8千/月";"2"
435;"高级系统运维工程师";"相通网络技术有限公司";"1-1.5万/月";"1"
436;"运维工程师";"深圳市顶尖传诚科技有限公司";"0.8-1万/月";"3"
437;"桌面运维工程师（深圳）";"群思科技（北京）有限公司";"6-8千/月";"1"
438;"运维技术员";"深圳市盘古运营服务有限公司";"5-7千/月";"6"
439;"Linux运维工程师";"明源软件";"0.8-1.5万/月";"若干"
440;"运维工程师";"北京中税信息网络有限公司";"0.7-1万/月";"2"
441;"运维工程师";"深圳乐华恒业文化旅游发展有限公司";"1-1.5万/月";"若干"
442;"运维工程师";"深圳市通天在野网络技术有限公司";"1-1.5万/月";"若干"
443;"财务运维助理工程师";"深圳市景旺电子股份有限公司";"0.8-1.1万/月";"2"
444;"MES系统运维工程师";"深圳市世纪本原科技股份有限公司";"6-8千/月";"1"
445;"高级系统运维工程师";"深圳市互生科技有限公司";"1-1.5万/月";"1"
446;"高级运维工程师";"深圳华南城网科技有限公司";"1.5-2.5万/月";"1"
447;"阿拉伯语运维";"深圳市汇星数字技术有限公司";"5-8千/月";"1"
448;"系统运维工程师";"深圳市衣典服饰设计有限公司";"6-8千/月";"1"
449;"DBA/数据库运维工程师实习生";"深圳市群芯科创电子有限公司";"4.5-6千/月";"3"
450;"运维工程师";"深圳市全民点游科技有限公司";"1.5-2.5万/月";"2"
451;"运维工程师";"深圳市璐克斯投资发展集团有限公司";"1-1.5万/月";"1"
452;"运维工程师";"深圳市数帝网络科技有限公司";"1.5-2万/月";"若干"
453;"高级运维工程师";"深圳市易佰网络科技有限公司";"1.4-2.5万/月";"5"
454;"IT运维工程师";"深圳市镜玩科技有限公司";"0.7-1万/月";"若干"
455;"IT运维工程师";"中集车辆（集团）有限公司";"10-15万/年";"若干"
456;"产品运维";"深圳国泰安教育技术有限公司";"1-2万/月";"2"
457;"集成运维工程师";"深圳市信义科技有限公司";"5.5-8千/月";"若干"
458;"运维工程师";"拿呗（深圳）文化传媒科技有限责任公司";"0.8-1.5万/月";"1"
459;"运维工程师（五险一金、双休）";"中付支付科技有限公司";"0.8-1万/月";"1"
460;"运维处经理";"长城物业集团股份有限公司";"12-15万/年";"1"
461;"IT运维工程师";"深圳市聚飞光电股份有限公司";"0.8-1万/月";"1"
462;"( [ 运维工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
463;"linux服务器运维工程师";"深圳市九号科技有限公司";"2-2.5万/月";"1"
464;"运维工程师";"税友软件集团股份有限公司深圳分公司";"10-14万/年";"5"
465;"运维经理";"深圳市富龙小额贷款有限公司";"1.5-3万/月";"1"
466;"运维工程师（前景好，双休）";"深圳木星风暴科技有限公司";"4-8千/月";"7"
467;"(急聘) 运维工程师";"深圳讯腾软件技术有限公司";"4.5-6千/月";"2"
468;"运维经理";"深圳市盈通数据服务股份有限公司";"1-1.5万/月";"1"
469;"日本工作签证bpo系统运维管理";"大连日协教育信息咨询有限公司";"1-1.5万/月";"30"
470;"运维经理";"深圳市大众通信技术有限公司";"1.8-3万/月";"1"
471;"私有云运维工程师-外包腾讯云";"中软国际科技服务有限公司";"1-1.3万/月";"1"
472;"IT工程师/网络运维专员";"深圳市博恩医疗器材有限公司";"5-8千/月";"1"
473;"系统运维工程师(职位编号：001)";"深圳市博思通电脑科技开发有限公司";"0.7-1.2万/月";"1"
474;"运维工程师";"广东三正集团有限公司";"4-8千/月";"1"
475;"F5运维工程师";"广州尚融网络科技有限公司";"1-1.5万/月";"若干"
476;"运维工程师";"深圳市恒波商业连锁有限公司";"4.5-6千/月";"若干"
477;"运维工程师";"车音智能科技有限公司";"1-1.5万/月";"1"
478;"运维监理工程师";"深圳市宇驰检测技术股份有限公司";"4-6千/月";"1"
479;"系统运维工程师（低压）";"比亚迪汽车工业有限公司";"0.5-2.5万/月";"3"
480;"运维工程师";"深圳市长城网信息科技股份有限公司";"4.5-6千/月";"5"
481;"区块链运维工程师";"深圳市国兴信息技术咨询有限公司";"1-1.5万/月";"1"
482;"运维工程师（社区o2o方向）";"深圳吉祥物业服务有限公司";"1-1.5万/月";"1"
483;"运维工程师";"深圳市龙澄高科技环保(集团)有限公司";"6-8千/月";"1"
484;"HR系统运维专员(职位编号：DHR006977)";"深圳南油外服人力资源有限公司";"7-9千/月";"1"
485;"系统运维工程师";"嘉联支付有限公司";"1-1.5万/月";"1"
486;"运维工程师";"深圳汇思诺科技有限公司";"1.5-3万/月";"若干"
487;"系统运维工程师";"钜亿科技（深圳）有限公司";"0.7-1.5万/月";"1"
488;"机电运维-项目经理（派往驻点)";"深圳市紫衡技术有限公司";"1.2-1.5万/月";"2"
489;"运维工程师";"康美健康小镇投资有限公司";"1.2-2.4万/月";"1"
490;"运维工程师";"深圳市迪蒙网络科技有限公司";"0.8-1.5万/月";"1"
491;"信息/运维工程师";"深圳市尚模投资集团有限公司";"6-8千/月";"1"
492;"运维工程师";"深圳市爱夫卡科技股份有限公司";"0.7-1.3万/月";"2"
493;"服务器运维工程师";"深圳市坤同智能仓储科技有限公司";"1.2-1.8万/月";"1"
494;"桌面运维工程师";"恒大农牧集团";"6-8千/月";"1"
495;"运维工程师";"深圳市引导美电子商务有限公司";"1-2万/月";"1"
496;"IT运维主管";"深圳市大汉王置业有限公司";"0.6-1万/月";"2"
