,jobs,firms,salary,nums0
,JINS眼镜导购/储备干部/加工/验光 （上海尚悦湾）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海兴业太古汇）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海宝地广场）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海七宝万科,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海百联世纪）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海正大）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海巴黎春天淮海,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海虹桥天地）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海大悦城）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海百联西郊）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海月星环球港）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海南翔）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海梅陇伊势丹）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海来福士人广）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海环球中心）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海世博源）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海新世界人广）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海长泰广场）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海南丰城）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海近铁）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海芮欧百货）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海金虹桥）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海颛桥万达）,睛姿商贸（上海）有限公司,4-5万/年,5
,知名眼镜店员/营业员 新店开张（急）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海各大店铺）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海悠迈广场）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海合生）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海宏伊广场）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都大悦城）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都锦华）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都高新）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都春熙）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都阳光新业）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都环球中心）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都太古里）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （成都悠方）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海万象城）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜/验光师/营业员,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜营业员/导购,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海浦东嘉里城）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （宁波印象城）,睛姿商贸（上海）有限公司,4-5万/年,5
,咨询顾问,西安英兆软件信息有限责任公司,4-5千/月,5
,高薪聘请日语翻译  双休,西安英兆软件信息有限责任公司,4-5千/月,5
,日本医美助理,西安英兆软件信息有限责任公司,4-5千/月,5
,日本医美客服,西安英兆软件信息有限责任公司,4-5千/月,5
,课程销售顾问,ABC Cooking Studio,4.5-9千/月,5
,课程销售顾问,ABC Cooking Studio,4.5-8千/月,5
,对日Java开发工程师,云计划软件科技（上海）有限公司,4.5-7千/月,5
,软件开发工程师（PG）(职位编号：JP003),住电软件（大连）有限公司,4.5-7.5千/月,5
,对日java开发工程师(日语专业优先）,大连东软睿创科技发展有限公司,4.5-6千/月,5
,Java开发工程师（不要求日语）,富士软件科技（山东）有限公司,4.5-6千/月,5
,Java开发实习生,勒艾恩德科技（大连）有限公司,4.5-6千/月,5
,java对日软件工程师（双休）,大连东软睿道教育信息服务有限公司,4.5-6千/月,5
,Java开发工程师,大连翼峰软件有限公司,4.5-6千/月,5
,对日Java工程师,大连海力科技有限公司,4.5-6千/月,5
,手机游戏测试-应届生,天津东软睿道教育信息技术有限公司,4.5-6千/月,5
,对日java开发工程师,云计划软件科技（上海）有限公司,4.5-6千/月,5
,英语初级java开发工程师(职位编号：783792257015509),文思海辉技术有限公司Pactera Technology International Limited,4.5-6千/月,5
,JAVA开发工程师(职位编号：474371120615938),文思海辉技术有限公司Pactera Technology International Limited,4.5-6千/月,5
,JAVA开发工程师（国内、对日）,大连新芯智能化技术开发有限公司,4.5-6千/月,5
,Java开发工程师,大连翼峰软件有限公司,4.5-6千/月,5
,对日Java工程师,大连高仕科技有限公司,4.5-6千/月,5
,java软件开发工程师（se）,富士软件科技（山东）有限公司,4.5-6千/月,5
,JAVA 初级软件工程师   对日开发,成都仁本新动科技有限公司,4.5-6千/月,5
,初级软件测试工程师（东软）,大连东软睿道教育信息服务有限公司,4.5-6千/月,5
,(对日)软件测试工程师（DBC）,大连高仕科技有限公司,4.5-6千/月,5
,软件工程师SE,大连六元素科技有限公司,4.5-6千/月,5
,日语BPO转IT方向（对日项目）,大连东软睿道教育信息服务有限公司,4.5-6千/月,5
,客服专员,幸运草电子商务（苏州）有限公司,4.5-6千/月,5
,日式养老机构介护士,广州爱知养老服务有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,日本职业规划师,沈阳新干线外国语培训学校,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,水性涂料研发工程师,耐涂可精细化工（青岛）有限公司,4.5-6千/月,5
,高级技术支持专员,大连山腾科技有限公司,4.5-6千/月,5
,对日技术支持,大连山腾科技有限公司,4.5-6千/月,5
,社内系统技术支持（日语）,大连山腾科技有限公司,4.5-6千/月,5
,社内系统技术支持（日语）,大连山腾科技有限公司,4.5-6千/月,5
,日语,大连山腾科技有限公司,4.5-6千/月,5
,日语技术支持人员,大连山腾科技有限公司,4.5-6千/月,5
,日语或英语高级php工程师(上海)(职位编号：29808),宏图瀛通（广州）人力资源有限公司,39-50万/年,5
,店员/导购（上海）,外婆家餐饮集团有限公司,3.9-4.6千/月,5
,店员/导购（上海）,上海萨莉亚餐饮有限公司,3.9-4.6千/月,5
,电话（网络）招聘专员,大连九鼎联合科技有限公司,3-8千/月,5
,JAVA高级软件工程师,上海杰通信息技术有限公司,3-7千/月,5
,担当助理,南通优格贸易有限公司,3.7-6千/月,5
,服装跟单员(日贸）,南通优格贸易有限公司,3.7-6千/月,5
,对日软件工程师（黄岛区）,青岛富佳智能科技有限公司,3-6千/月,5
,招聘专员,大连九鼎联合科技有限公司,3-6千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州狮山龙湖天街,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州新区永旺）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州圆融购物）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州尹山湖店）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州印象城）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州中心MALL）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州园区永旺）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （苏州邻瑞广场）,睛姿商贸（上海）有限公司,3.6-4.5千/月,5
,初级开发工程师,沈阳探路者科技有限公司,3-5千/月,5
,高薪 日语/日文bpo 六险一金,方正宽带网络服务有限公司大连分公司,3.5-5.5千/月,5
,JINS眼镜导购（杭州各大店铺）,睛姿商贸（上海）有限公司,3.5-4千/月,5
,JINS眼镜导购（武汉各大店铺）,睛姿商贸（上海）有限公司,3.5-4千/月,5
,JINS眼镜导购/储备干部/加工/验光 （永旺梦乐城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （青岛凯德新都心）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （青岛乐客城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （长沙堂五一广场）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （长沙堂奥克斯广场,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （郑州丹尼斯大卫城,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （厦门SM城市广场）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （佛山印象城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （厦门中华城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/验光师（济南万象城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜导购/储备干部/加工/验光 （正弘城）,睛姿商贸（上海）有限公司,3-4万/年,5
,JINS眼镜验光师/储备店长 （泰禾城市广场）,睛姿商贸（上海）有限公司,3-4万/年,5
,Java对日开发工程师,沈阳云识数据技术有限公司,3-4.5千/月,5
,对日java开发软件工程师,大连雅谷信息科技有限公司,3-4.5千/月,5
,对日软件工程师,黑龙江省华泰兴成信息科技有限责任公司,3-4.5千/月,5
,初级软件开发工程师(职位编号：549085265215161),文思海辉技术有限公司Pactera Technology International Limited,3-4.5千/月,5
,初级软件开发师,贝纳德科技（大连）有限公司,3-4.5千/月,5
,嵌入式开发,大连摩比维迪视频系统有限公司,3-4.5千/月,5
,赴日本工作旅游计调,天津市翱翔国际旅行社有限公司,3-4.5千/月,5
,软件开发工程师,天津创方多维信息技术有限公司,3-4.5千/月,5
,广州一幸舍日本拉面店厨房,广州市一幸舍餐饮有限公司,3-4.5千/月,5
,对日软件工程师,黑龙江省华泰兴成信息科技有限责任公司,3-4.5千/月,5
,助理工程师（品质）,广州科盈化妆品有限公司,3-4.5千/月,5
,JINS眼镜导购验光师（合生汇）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （合肥漫乐城）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （广州天环广场）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （广州番禺永旺）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （广州凯德云尚）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （合肥漫乐城）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （北京悠唐）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （北京坊店）,睛姿商贸（上海）有限公司,3-4.5千/月,5
,JINS眼镜导购/储备干部/加工/验光 （北京和谐广场）,睛姿商贸（上海）有限公司,3-4.5千/月,5
