,jobs,firms,salary,nums0
,软件开发高级工程师 长期出差：日本东京(职位编号：007),西安未都网络科技有限公司,2.5-3万/月,10
,直招赴日IT技术者,株式会社BCL中国分社,2-4万/月,10
,（日本）赴日java开发工程师（中高级）,咏创（杭州）科技有限公司,2-4万/月,10
,（日本）赴日java开发工程师（中高级）,咏创（杭州）科技有限公司,2-4万/月,10
,直招赴日IT技术者,株式会社BCL中国分社,2-4万/月,10
,2019年软件开发实习生,富士软件科技（山东）有限公司杭州分公司,2-4千/月,10
,嵌入式实习生,慧俊信息科技（上海）有限公司,2-3千/月,10
,软件开发实习生,住电软件（大连）有限公司,2-3千/月,10
,2018届实习生 软件开发,成都仁本新动科技有限公司,2-3千/月,10
,急聘 计算机相关专业毕业生（实习）,天津创方多维信息技术有限公司,2-3千/月,10
,软件工程师 长期出差(职位编号：006),西安未都网络科技有限公司,2-2.7万/月,10
,日本长期WEB系统工程师 (SE),大连易商共创科技有限公司,2-2.5万/月,10
,Java开发工程师,湖北华仲软件测评服务有限公司,1.8-3万/月,10
,Java开发工程师,湖北华仲软件测评服务有限公司,1.8-3万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,赴日软件工程师,杭州智虎信息科技有限公司,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,软件工程师技术人员Java、SAP、PHp等,NPC株式会社,1.5-4万/月,10
,赴日软件工程师,杭州智虎信息科技有限公司,1.5-4万/月,10
,赴日软件工程师,杭州智虎信息科技有限公司,1.5-4万/月,10
,java软件工程师（日本）(职位编号：3),大连竹易教育科技有限公司,1.5-3万/月,10
,赴日IT,创译科技（大连）有限公司,1.5-3万/月,10
,赴日IT,创译科技（大连）有限公司,1.5-3万/月,10
,软件开发工程师-日本分公司,苏州云奥信息科技有限公司,15-35万/年,10
,Java对日软件工程师,杭州先群科技有限公司,1.5-2万/月,10
,日本长期WEB系统工程师 (PG)(职位编号：002),大连易商共创科技有限公司,1.5-2万/月,10
,Java初级开发工程师,大连竹易教育科技有限公司,1.5-2万/月,10
,Java初级开发工程师,大连竹易教育科技有限公司,1.5-2万/月,10
,日本长期WEB系统工程师 (PG)(职位编号：002),大连易商共创科技有限公司,1.5-2万/月,10
,业务SE(出差日本冲绳）,大连华信计算机技术股份有限公司,1.5-2万/月,10
,赴日_软件工程师（日本）,善诚科技发展（上海）有限公司合肥分公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,Java对日软件工程师,杭州先群科技有限公司,1.5-2万/月,10
,嵌入式开发工程师,慧德科技（大连）有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,日本工签    日语营业担当,大连新翔教育咨询有限公司,1.5-2万/月,10
,Java高级开发工程师,上海儒一信息科技有限公司,1.5-2千/月,10
,Java高级开发工程师,上海儒一信息科技有限公司,1.5-2千/月,10
,机械高薪诚聘职员,大连新翔教育咨询有限公司,1.5-2千/月,10
,高薪诚聘机械人员,大连新翔教育咨询有限公司,1.5-2千/月,10
,建筑工程监管岗位,大连新翔教育咨询有限公司,1.5-2千/月,10
,免住宿免税店急招,大连新翔教育咨询有限公司,1.5-2千/月,10
,COBOL开发（长期赴日出差冲绳）,大连华信计算机技术股份有限公司,1.5-2.5万/月,10
,赴日Java,大连优利莱信息技术有限公司,1-4万/月,10
,赴日Java,大连优利莱信息技术有限公司,1-4万/月,10
,软件开发工程师2019届毕业生（JAVA方向）,大连和众信拓科技有限公司,1-3千/月,10
,对日java软件工程师,武汉日创科技有限公司,1.3-2万/月,10
,赴日C/C++软件工程师,慧俊信息科技（上海）有限公司,1.3-1.8万/月,10
,对日软件工程师（Java 或者 .net）,大连益佳会计事务有限公司,1-2万/月,10
,对日软件工程师,上海强辰信息技术有限公司,1-2万/月,10
,对日软件工程师,上海强辰信息技术有限公司,1-2万/月,10
,驻日JAVA开发工程师,大连六翼科技有限公司,1.2-3万/月,10
,软件工程师,大连六翼科技有限公司,1.2-2.5万/月,10
,JAVA软件工程师（有经验者）(职位编号：001),旭本软件（上海）有限公司,1.2-1.8万/月,10
,Java开发工程师,贝纳德科技（大连）有限公司,1-1.5万/月,10
,软件工程师（日）,大连信兴信息技术有限公司,1-1.5万/月,10
,对日C、C++、C#.net开发工程师,大连中景伟业科技有限公司,1-1.5万/月,10
,对日Java软件工程师（SE）(职位编号：A001),大连馨天地科技有限公司,1-1.5万/月,10
,对日C#开发工程师,北京阿提拉科技有限公司,1-1.5万/月,10
,Application Developer-Ios,IBM China,1-1.5万/月,10
,RPG对日软件工程师,慧德科技（大连）有限公司,1-1.5万/月,10
,日语翻译,山东国立经济技术合作有限公司,1-1.5万/月,10
,软件工程师（日）,大连信兴信息技术有限公司,1-1.5万/月,10
,急聘对日金融项目经理（PM）,上海众哲计算机科技有限公司,1-1.5万/月,10
,电器自动化工程师,山东国立经济技术合作有限公司,1-1.5万/月,10
,材料工程师,山东国立经济技术合作有限公司,1-1.5万/月,10
,温泉酒店接待包吃住3月面试,大连新翔教育咨询有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,日本大型免税店招募正社员,重庆兴贤出国咨询服务有限公司,1-1.5万/月,10
,对日软件工程师,大连山腾科技有限公司,1-1.5万/月,10
,日语软件开发10人(职位编号：2398548),宏图瀛通（广州）人力资源有限公司,10-18万/年,10
,高薪招聘对日Java开发工程师,北京起鹏科技发展有限公司,0.8-2万/月,10
,日语网络工程师（可以在外地，在家办公）,大连云能态数据技术有限公司,0.8-2万/月,10
,对日（Java）软件工程师,威英软件（上海）有限公司,0.8-1万/月,10
,对日JAVA高级软件开发师（SE）(职位编号：004),大连佰思特信息技术有限公司,0.8-1万/月,10
,JAVA对日软件工程师（SE）,慧德科技（大连）有限公司,0.8-1万/月,10
,对日软件开发工程师,苏州日升软件有限公司,0.8-1万/月,10
,Java 开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,10
,Java开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,10
,Java开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,10
,Java开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,10
,Java开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,10
,对日Java软件开发工程师,北京利众得应用技术有限公司上海分公司,0.8-1万/月,10
,Java初级开发工程师,郑州万书信息技术有限公司,0.8-1万/月,10
,高薪诚聘 Java 软件工程师,沈阳思米科技有限公司,0.8-1万/月,10
,JAVA对日软件工程师（PG）,慧德科技（大连）有限公司,0.8-1万/月,10
,对日软件开发工程师,苏州日升软件有限公司,0.8-1万/月,10
,对日软件开发工程师,苏州日升软件有限公司,0.8-1万/月,10
,对日SE,大连华鞍自动化系统有限公司,0.8-1万/月,10
,PHP对日软件工程师,慧德科技（大连）有限公司,0.8-1万/月,10
,VBA对日软件工程师,慧德科技（大连）有限公司,0.8-1万/月,10
,4千招美容学徒（提供住宿）,上海凯拉美容咨询有限公司,0.8-1万/月,10
,对日（Java）软件工程师,威英软件（上海）有限公司,0.8-1万/月,10
,光电仪器操作师（包住8千到1万）,上海凯拉美容咨询有限公司,0.8-1万/月,10
,初中级对日java开发,郑州万书信息技术有限公司,0.8-1.6万/月,10
,对日软件工程师,郑州商霸信息技术有限公司,0.8-1.6万/月,10
,对日Java开发工程师,北京起鹏科技发展有限公司,0.8-1.5万/月,10
,（急聘）SE 对日资深软件设计工程师(职位编号：999),通华科技（大连）有限公司,0.8-1.5万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,日本工作签证--综合销售岗位,大连新翔教育咨询有限公司,0.8-1.3万/月,10
,对日软件开发工程师,云计划软件科技（上海）有限公司,0.7-1万/月,10
,成都SL（项目小组长）,北京北方新宇信息技术有限公司,0.7-1万/月,10
,对日Java软件工程师,郑州大咖信息科技有限公司,0.7-1.2万/月,10
,Hardware Design Engineer  硬件研发工程师  校园招聘,泰瑞达（上海）有限公司,0.7-1.2万/月,10
,中、高级java/.net软件开发工程师,济南特利欧信息科技有限公司,0.6-1万/月,10
,对日Java软件工程师,郑州大咖信息科技有限公司,0.6-1万/月,10
,软件开发工程师,大连必捷必信息技术有限公司,0.6-1万/月,10
,对日软件高级工程师（有赴日工作机会）,上海强辰信息技术有限公司,0.6-1万/月,10
,对日软件工程师,上海强辰信息技术有限公司,0.6-1万/月,10
,软件开发工程师 （对日）,大宇宙信息创造（中国）有限公司,0.6-1万/月,10
,对日软件高级工程师（有赴日工作机会）,上海强辰信息技术有限公司,0.6-1万/月,10
,对日软件工程师,上海强辰信息技术有限公司,0.6-1万/月,10
,赴日软件工程师,杭州网新新思软件有限公司,0.6-1.5万/月,10
,对日开发工程师（java、cobol、.net、c++等）,西安赛立科信息技术有限公司,0.5-1万/月,10
,软件开发工程师,大连信兴信息技术有限公司,0.5-1.5万/月,10
,烘培课程顾问,ABC Cooking Studio,0.4-1万/月,10
,Java开发工程师,烟台矩源数字科技有限公司,0.3-1万/月,10
,软件工程师,烟台矩源数字科技有限公司,0.3-1万/月,10
,对日软件开发,烟台矩源数字科技有限公司,0.3-1万/月,10
,对日软件工程师,陕西新北邦高科技开发有限公司,0.3-1万/月,10
,对日软件工程师,济南特利欧信息科技有限公司,0.3-1万/月,10
,（知名跨国电商集团）高级Java开发工程师-JP2904,大连博科人才有限公司,2-2.5万/月,9
,对日java开发工程师,大连睿峰科技有限公司,8-10万/年,8
,java PG&amp;SE,大连艾姆泰克信息技术有限公司,5-8千/月,8
,日语专业实习员工,大连星魅传媒有限公司,3-5千/月,8
,java对日软件工程师（可实习）,大连东软睿创科技发展有限公司,3-4.5千/月,8
,Java储备实习生,宣城智谷软件外包服务产业园有限公司,3-4.5千/月,8
,Java开发实习生,沈阳依森信息技术有限公司,2-3千/月,8
,Java开发实习生,沈阳依森信息技术有限公司,2-3千/月,8
,会所副经理,苏州皇尚健康咨询管理有限公司,1.5-2万/月,8
,Java开发工程师,贝纳德科技（大连）有限公司,1-1.5万/月,8
,对日java开发,贝纳德科技（大连）有限公司,0.8-1万/月,8
,Java 开发工程师,贝纳德科技（大连）有限公司,0.8-1万/月,8
,高薪急聘美容师8千到1万,上海凯拉美容咨询有限公司,0.8-1万/月,8
,对日软件工程师,音泰思计算机技术（成都）有限公司,0.6-1.2万/月,8
,（知名日企全资子公司）软件开发工程师-JP2890,大连博科人才有限公司,6-8千/月,7
,Java开发应往届实习生+东软,大连东软睿道教育信息服务有限公司,3-4.5千/月,7
,JINS眼镜导购/储备干部/加工/验光 （重庆新光天地店）,睛姿商贸（上海）有限公司,2.9-3.8千/月,7
,软件开发实习,方舟信息技术（苏州）有限公司,2-3千/月,7
,（知名跨国电商集团）中级Java开发工程师-JP2905,大连博科人才有限公司,1.5-2万/月,7
,C#高级开发工程师,北京起鹏科技发展有限公司,0.9-1.6万/月,7
,Java开发工程师-日语,大连博创人力资源开发有限公司,0.8-1万/月,7
,软件开发工程师,大连捷锐商务服务有限公司,0.8-1.6万/月,7
,对日Java开发,纬创软件（北京）有限公司大连分公司,6-8千/月,6
,Java开发工程师(职位编号：Java开发工程师),扬州市云光科技发展有限公司,6-8千/月,6
,对日软件开发工程师,大连信维科技有限公司,6-8千/月,6
,007-市场营销专员/市场拓展专员(职位编号：007),广州科盈化妆品有限公司,6-8千/月,6
,C/C++软件开发工程师,NEC-日电卓越软件科技（北京）有限公司西安分公司,5-9千/月,6
,JAVA PG&SE,大连艾姆泰克信息技术有限公司,5-8千/月,6
,JAVA PG、SE,大连艾姆泰克信息技术有限公司,5-8千/月,6
,货代销售/业务员/物流销售/客户代表,上海永龙宝国际货物运输代理有限公司深圳分公司,4-8千/月,6
,15薪 日语/日文录入 晋升快,方正宽带网络服务有限公司大连分公司,3-5千/月,6
,13到15薪 日语/日文人事bpo 六险一金,方正宽带网络服务有限公司大连分公司,3.5-5.5千/月,6
,十五薪 日语流程专员,方正宽带网络服务有限公司大连分公司,3.5-5.5千/月,6
,JINS眼镜导购（南京各大店铺）,睛姿商贸（上海）有限公司,3.5-4千/月,6
,java实习生,安徽迈田科技有限公司,3-4.5千/月,6
,JINS眼镜导购/验光师 （乐峰广场）,睛姿商贸（上海）有限公司,3-4.5千/月,6
,对日软件Java开发工程师  3年以上工作经验,上海齐恺信息科技有限公司,1.5千以下/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,对日IOS软件工程师,大连维思创新科技有限公司,1.5-3万/月,6
,东软商用-对日开发岗位(职位编号：1),东软睿道教育,1.5-3千/月,6
,东软商用-对日开发岗位(职位编号：1),东软睿道教育,1.5-3千/月,6
,对日开发IT工程师（须懂日语）,咏创（杭州）科技有限公司,1.2-3万/月,6
,对日项目java开发工程师（不会日语勿投）,咏创（杭州）科技有限公司,1-1.5万/月,6
,C#开发工程师,郑州勤道科技有限公司,1-1.5万/月,6
,对日开发工程师,济南特利欧信息科技有限公司,1-1.5万/月,6
,对日软件工程师,艾宾信息技术开发（上海）有限公司,0.9-1.5万/月,6
,高级软件工程师-腾飞园,大连瑞林咨询有限公司,0.8-1万/月,6
,光电仪器操作师（包住8千到1万）,上海凯拉美容咨询有限公司,0.8-1万/月,6
,美容学徒（4K+包住+社保公积金）,上海凯拉美容咨询有限公司,0.8-1万/月,6
,软件测试,上海每联每信息技术有限公司大连分公司,0.6-1万/月,6
,软件测试,上海每联每信息技术有限公司大连分公司,0.6-1万/月,6
,Java中级开发工程师,长春斯纳欧软件有限公司,0.6-1.5万/月,6
,Java中级开发工程师,长春斯纳欧软件有限公司,0.6-1.5万/月,6
,Java中级开发工程师,长春斯纳欧软件有限公司,0.6-1.5万/月,6
,Android开发工程师,郑州勤道科技有限公司,0.6-1.2万/月,6
,高级软件工程师,裕日软件有限公司,0.6-1.2万/月,6
,软件工程师、程序员（Android ）(职位编号：0007),大连艾普迪科技有限公司,8-15万/年,5
,云存储开发软件工程师,大连艾普迪科技有限公司,8-15万/年,5
,软件开发工程师(编号101493) 日语必须,上海艾杰飞人力资源有限公司,7-9千/月,5
,日企软件工程师(编号95177) 日语必须,上海艾杰飞人力资源有限公司,7-9千/月,5
,对日工程师,济南特利欧信息科技有限公司,7-9千/月,5
,Java高级开发工程师,创未科技（大连）有限公司,6-9千/月,5
,Java开发工程师,大连易云科技有限公司,6-9千/月,5
,Java开发工程师,大连易云科技有限公司,6-9千/月,5
,Java开发工程师,大连易云科技有限公司,6-9千/月,5
,Java软件工程师,冲电气软件技术(江苏)有限公司,6-8万/年,5
,急招JAVA软件工程师（对日开发）,大连优尼特科技有限公司,6-8千/月,5
,对日Java开发工程师,健思软件（大连）有限公司,6-8千/月,5
,对日Java开发,大连高仕科技有限公司,6-8千/月,5
,对日java开发工程师,大连融众科技有限公司,6-8千/月,5
,对日JAVA软件开发工程师,大连激发软件科技有限公司,6-8千/月,5
,对日java开发工程师,纬创软件（北京）有限公司武汉分公司,6-8千/月,5
,对日Java 工程师/java软件开发工程师,海隆网讯科技（北京）有限公司,6-8千/月,5
,外企PG,大连中软卓越信息技术有限公司,6-8千/月,5
,外企PG程序员,大连域维信息技术有限公司,6-8千/月,5
,日语java开发工程师(职位编号：385191384715508),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,JAVA开发工程师(职位编号：578988969815948),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,JAVA开发实习生(职位编号：896933364315946),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,JAVA开发工程师(职位编号：411935974715973),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,Java设计开发工程(职位编号：236745098116200),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,对日java软件工程师,苏州鼎锐软件科技有限公司,6-8千/月,5
,对日Java软件工程师,大连高仕科技有限公司,6-8千/月,5
,（对日）JAVA/java软件开发工程师（DBC）,大连高仕科技有限公司,6-8千/月,5
,JAVA开发工程师,大连隆基信息技术有限公司,6-8千/月,5
,java开发工程师/软件开发,大连领创科技有限公司,6-8千/月,5
,Java后台及数据库开发工程师,大连激发软件科技有限公司,6-8千/月,5
,对日软件测试,苏州鼎锐软件科技有限公司,6-8千/月,5
,系统工程师,青岛宏智软件有限公司,6-8千/月,5
,(对日)COBOL/cobol软件开发工程师（DBC）,大连高仕科技有限公司,6-8千/月,5
,对日C# .net软件工程师,大连隆基信息技术有限公司,6-8千/月,5
,系统工程师（对日）,青岛宏智软件有限公司,6-8千/月,5
,对日开发工程师,济南特利欧信息科技有限公司,6-8千/月,5
,对日软件工程师,黑龙江省华泰兴成信息科技有限责任公司,6-8千/月,5
,新技术软件开发应届生,天津南开创元信息技术有限公司,6-8千/月,5
,Cobol开发软件工程师,陕西新北邦高科技开发有限公司,6-8千/月,5
,Web前端开发工程师,大连激发软件科技有限公司,6-8千/月,5
,新技术软件开发应届生,天津南开创元信息技术有限公司,6-8千/月,5
,JAVA开发工程师(职位编号：578988969815948),文思海辉技术有限公司Pactera Technology International Limited,6-8千/月,5
,市场专员,大连千子澳教育信息咨询有限公司,6-8千/月,5
,JAVA软件开发工程师(职位编号：1),长春斯纳欧软件有限公司,6-8千/月,5
,对日软件工程师,黑龙江省华泰兴成信息科技有限责任公司,6-8千/月,5
,软件工程师（JAVA/C#/VB.NET/COBOL）,富士通（西安）系统工程有限公司,5-9千/月,5
,对日Java软件工程师,云计划软件科技（上海）有限公司,5-8千/月,5
,对日JAVA软件工程师,天津瀚宇扬天科技股份有限公司,5-8千/月,5
,JAVA软件工程师,大连艾姆泰克信息技术有限公司,5-8千/月,5
,后台开发工程师(职位编号：201801),绍兴日创软件有限公司,5-8千/月,5
,新项目-人事BPO,益德穿梭科技（大连）有限公司,5-8千/月,5
,Java开发工程师,大连印斯特科技有限公司,5-7千/月,5
,高级开发工程师,沈阳探路者科技有限公司,4-9千/月,5
,高级开发工程师,沈阳探路者科技有限公司,4-9千/月,5
,Java开发工程师,创未科技（大连）有限公司网络分公司,4-8千/月,5
,销售/销售代表/销售人员/物流销售/业务员,上海永龙宝国际货物运输代理有限公司深圳分公司,4-8千/月,5
,货代销售/提成+五险一金+年底双薪,上海永龙宝国际货物运输代理有限公司深圳分公司,4-8千/月,5
,销售/销售代表/销售人员/物流销售/业务员,上海永龙宝国际货物运输代理有限公司深圳分公司,4-8千/月,5
,日语/翻译/口译/笔译/外语/小语种,青岛青软科技有限公司,4-7千/月,5
,对日软件开发工程师(职位编号：1),绍兴日创软件有限公司,4-7千/月,5
,日语翻译/外语翻译/口译/笔译/小语种,青岛青软科技有限公司,4-7千/月,5
,初级软件工程师（17届、18届）,大连华信计算机技术股份有限公司,4-7千/月,5
,对日软件开发实习生,大连名杰科技有限公司,4-6千/月,5
,Java开发工程师,创未科技（大连）有限公司,4-6千/月,5
,软件程序员（重庆）(职位编号：CQ-201801),北京富士通系统工程有限公司,4-6千/月,5
,储备店长,泉盛餐饮（上海）有限公司,4-6千/月,5
,食其家工厂储备经理（成都）,泉盛餐饮（上海）有限公司,4-6千/月,5
,JINS眼镜导购（上海各大店铺）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海太平洋百货）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海LINEPLUS）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海百联南桥）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海长宁来福士）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海凯德星贸）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海虹口龙之梦）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海日月光广场）,睛姿商贸（上海）有限公司,4-5万/年,5
,JINS眼镜导购/储备干部/加工/验光 （上海怡丰城）,睛姿商贸（上海）有限公司,4-5万/年,5
